STATE,DISTRICT,YEAR,MURDER,RAPE,KIDNAPPING & ABDUCTION,DACOITY,ROBBERY,THEFT,RIOTS,CHEATING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL IPC CRIMES
UTTAR PRADESH,KUSHI NAGAR,2003,37,5,18,3,6,70,38,33,6,106,12,11,77,112,731
UTTAR PRADESH,LALITPUR,2003,12,5,5,0,2,23,11,8,0,61,5,4,25,95,344
UTTAR PRADESH,LUCKNOW,2003,176,38,118,10,114,1753,108,300,8,78,29,63,298,2457,6806
UTTAR PRADESH,MAHARAJGANJ,2003,28,4,13,2,11,30,30,19,4,52,4,7,1,321,679
UTTAR PRADESH,MAHOBA,2003,32,2,7,0,10,38,10,14,3,25,9,13,16,147,386
UTTAR PRADESH,MAINPURI,2003,108,7,30,9,31,96,28,29,1,162,31,10,90,254,1073
UTTAR PRADESH,MATHURA,2003,94,16,36,4,46,293,56,50,6,66,18,21,185,308,1520
UTTAR PRADESH,MAU,2003,38,5,11,2,29,65,31,16,4,54,9,10,48,172,745
UTTAR PRADESH,MEERUT,2003,193,40,85,9,87,665,91,89,5,32,31,31,214,364,2705
UTTAR PRADESH,MIRZAPUR,2003,31,6,11,4,13,68,8,16,0,44,12,6,23,198,544
UTTAR PRADESH,MORADABAD,2003,156,43,63,12,51,313,39,83,2,40,24,25,72,564,2037
UTTAR PRADESH,MUZAFFARNAGAR,2003,186,32,74,9,98,346,66,28,0,12,29,23,77,976,2485
UTTAR PRADESH,PILIBHIT,2003,63,21,36,6,18,132,22,34,0,8,13,9,39,531,1181
UTTAR PRADESH,PRATAPGARH,2003,44,9,22,1,13,79,34,56,0,193,24,7,3,331,1001
UTTAR PRADESH,RAIBAREILLY,2003,69,20,27,4,19,153,25,16,14,237,16,36,112,401,1445
UTTAR PRADESH,RAMPUR,2003,63,13,24,8,15,126,20,38,1,46,12,12,59,568,1149
UTTAR PRADESH,SAHARANPUR,2003,82,17,63,2,37,230,58,129,0,39,10,17,0,563,1623
UTTAR PRADESH,SANT KABIRNAGAR,2003,19,0,5,0,6,23,19,12,2,72,10,5,31,79,378
UTTAR PRADESH,SHAHJAHANPUR,2003,162,17,65,4,39,162,12,19,0,126,28,17,67,423,1446
UTTAR PRADESH,SHRAWASTI,2003,15,3,4,0,3,18,3,6,0,52,4,2,0,63,237
UTTAR PRADESH,SIDHARTHNAGAR,2003,10,2,7,2,3,29,10,12,0,50,8,4,17,416,634
UTTAR PRADESH,SITAPUR,2003,129,47,58,1,32,287,42,23,10,258,50,53,108,528,1905
UTTAR PRADESH,SONBHADRA,2003,19,5,6,4,3,39,7,8,3,46,11,7,66,36,334
UTTAR PRADESH,ST.RAVIDASNAGAR,2003,18,2,2,1,7,42,6,7,0,47,5,2,15,66,285
UTTAR PRADESH,SULTANPUR,2003,62,18,22,2,33,151,15,36,1,196,19,10,54,321,1249
UTTAR PRADESH,UNNAO,2003,111,23,22,4,41,124,33,24,0,255,42,28,149,645,1887
UTTAR PRADESH,VARANASI,2003,74,7,18,4,28,381,41,37,2,131,21,4,27,582,1681
UTTARAKHAND,ALMORA,2003,15,1,1,1,9,47,6,15,1,53,9,6,15,30,254
UTTARAKHAND,BAGESHWAR,2003,11,4,0,0,8,17,1,0,1,0,2,3,3,46,102
UTTARAKHAND,CHAMOLI,2003,9,4,3,0,1,14,33,1,2,33,3,8,14,26,201
UTTARAKHAND,CHAMPAWAT,2003,7,1,3,2,2,14,3,3,0,13,2,5,6,39,123
UTTARAKHAND,DEHRADUN,2003,31,16,30,3,29,311,58,151,4,73,11,13,112,508,1673
UTTARAKHAND,HARIDWAR,2003,75,31,48,4,37,388,85,93,8,206,7,21,97,393,1776
UTTARAKHAND,NAINITAL,2003,31,9,16,2,18,190,34,18,2,35,12,15,64,263,875
UTTARAKHAND,PAURI GARHWAL,2003,15,7,14,1,13,61,26,6,3,80,13,9,33,74,451
UTTARAKHAND,PITHORAGARH,2003,5,3,2,1,5,26,14,6,2,10,6,7,0,174,305
UTTARAKHAND,RUDRA PRAYAG,2003,8,2,3,0,2,9,18,8,1,9,7,2,8,41,143
UTTARAKHAND,TEHRI GARHWAL,2003,9,6,4,0,0,31,30,10,2,50,6,10,4,84,317
UTTARAKHAND,UDHAMSINGH NAGAR,2003,46,14,40,12,33,232,58,58,0,118,15,29,6,546,1426
UTTARAKHAND,UTTARKASHI,2003,6,9,7,0,3,28,26,10,7,7,0,8,0,129,277
WEST BENGAL,24 PARGANAS NORTH,2003,193,92,119,29,73,1988,243,99,0,0,24,105,0,3571,7351
WEST BENGAL,24 PARGANAS SOUTH,2003,125,89,81,8,30,1034,250,65,7,0,47,105,0,3818,6556
WEST BENGAL,ASANSOL,2003,28,8,11,2,9,75,37,20,0,100,4,19,64,728,1327
WEST BENGAL,BANKURA,2003,41,43,11,11,9,240,51,19,5,260,20,31,108,331,1341
WEST BENGAL,BIRBHUM,2003,51,48,35,4,16,230,174,12,17,59,13,51,180,701,1845
WEST BENGAL,BURDWAN,2003,98,61,33,8,25,370,169,48,10,99,26,51,176,1580,3209
WEST BENGAL,COOCHBEHAR,2003,24,53,40,3,5,135,35,13,0,103,11,60,68,422,1191
WEST BENGAL,DAKSHIN DINAJPUR,2003,22,31,32,3,5,84,18,4,2,51,8,40,71,331,870
WEST BENGAL,DARJEELING,2003,54,24,26,2,13,465,15,16,4,165,3,20,80,690,1720
WEST BENGAL,HOOGHLY,2003,88,39,34,18,29,594,318,43,6,212,14,25,197,878,3031
WEST BENGAL,HOWRAH,2003,25,9,11,3,10,107,47,29,0,99,12,7,0,628,1113
WEST BENGAL,HOWRAH CITY,2003,18,6,12,5,21,275,29,63,1,101,5,11,0,676,1417
WEST BENGAL,HOWRAH G.R.P.,2003,11,0,3,2,8,292,13,3,0,17,0,5,0,65,467
WEST BENGAL,JALPAIGURI,2003,108,60,29,7,22,474,59,6,2,197,4,75,276,679,2301
WEST BENGAL,KHARAGPUR G.R.P.,2003,2,0,0,6,6,108,3,2,0,6,0,0,3,26,165
WEST BENGAL,KOLKATA,2003,52,36,108,33,173,3684,200,990,0,1225,16,185,447,2629,10714
WEST BENGAL,MALDA,2003,48,57,24,5,18,247,46,12,0,72,4,67,151,784,1747
WEST BENGAL,MURSHIDABAD,2003,116,106,91,7,20,391,180,13,0,418,17,131,228,1203,3467
WEST BENGAL,NADIA,2003,93,108,59,16,14,658,193,0,12,635,23,96,93,1155,3520
WEST BENGAL,PASCHIM MIDNAPUR,2003,77,50,45,30,36,358,245,35,11,68,18,31,0,1426,2956
WEST BENGAL,PURAB MIDNAPUR,2003,43,33,52,2,15,143,188,0,4,1,37,11,0,1153,1966
WEST BENGAL,PURULIA,2003,46,25,16,6,21,147,36,27,0,0,8,34,0,600,1089
WEST BENGAL,SEALDAH G.R.P.,2003,22,0,3,1,11,207,2,6,0,14,1,2,1,48,337
WEST BENGAL,SILIGURI G.R.P.,2003,6,0,2,1,3,89,7,1,0,0,0,1,0,37,147
WEST BENGAL,UTTAR DINAJPUR,2003,34,24,25,5,6,218,38,8,6,270,14,23,157,394,1327
A & N ISLANDS,ANDAMAN,2003,16,2,2,1,7,58,19,13,7,107,0,9,0,299,611
A & N ISLANDS,NICOBAR,2003,5,0,0,1,0,2,0,0,1,3,0,0,0,19,33
CHANDIGARH,CHANDIGARH,2003,21,18,32,3,12,1238,46,209,4,71,1,11,8,779,2806
D & N HAVELI,D and N HAVELI,2003,11,1,7,4,6,61,17,13,4,22,0,4,1,129,338
DAMAN & DIU,DAMAN,2003,6,4,1,4,1,44,29,8,1,14,0,3,6,69,240
DAMAN & DIU,DIU,2003,0,1,0,0,0,2,2,0,0,0,1,0,0,15,29
DELHI UT,CENTRAL,2003,29,20,63,2,14,1187,0,141,4,135,4,29,10,1117,2998
DELHI UT,EAST,2003,44,37,158,4,39,1757,9,121,3,231,15,73,72,1289,4331
DELHI UT,G.R.P.(RLY),2003,8,0,6,0,14,1015,2,20,4,10,3,4,3,65,1168
DELHI UT,I.G.I. AIRPORT,2003,2,0,2,0,4,74,3,491,0,7,0,5,1,74,668
DELHI UT,NEW DELHI,2003,7,8,24,1,16,863,4,232,3,38,1,20,79,748,2177
DELHI UT,NORTH,2003,32,34,63,1,35,923,7,147,9,155,4,16,0,1725,3391
DELHI UT,NORTH EAST,2003,54,53,182,4,56,796,4,92,0,222,20,41,39,1173,3125
DELHI UT,NORTH WEST,2003,106,128,301,6,93,2191,7,162,10,305,27,102,45,4419,8782
DELHI UT,S.T.F.,2003,0,0,0,0,0,0,0,43,0,0,0,0,0,15,68
DELHI UT,SOUTH,2003,86,83,134,4,57,3307,19,334,8,220,24,89,79,3231,8440
DELHI UT,SOUTH WEST,2003,45,57,118,3,60,1396,21,157,12,148,22,52,21,2453,5179
DELHI UT,WEST,2003,72,70,105,3,53,2035,4,139,7,237,10,58,53,3736,7077
LAKSHADWEEP,LAKSHADWEEP,2003,0,2,0,0,0,8,4,0,2,1,0,1,0,6,31
PUDUCHERRY,PONDICHERRY,2003,29,2,18,2,11,567,159,32,18,1053,1,56,182,2185,4517
ANDHRA PRADESH,ADILABAD,2004,113,50,48,4,9,256,88,152,30,1266,14,135,271,1898,5011
ANDHRA PRADESH,ANANTAPUR,2004,152,20,51,8,35,442,143,119,51,1142,11,196,299,1112,4296
ANDHRA PRADESH,CHITTOOR,2004,105,28,69,8,17,1055,82,267,30,1065,22,116,2058,1188,6960
ANDHRA PRADESH,CUDDAPAH,2004,96,14,39,3,5,275,74,120,37,1153,7,118,317,1494,4107
ANDHRA PRADESH,CYBERABAD,2004,145,40,69,12,43,1697,32,647,21,2922,43,106,788,1686,9911
ANDHRA PRADESH,EAST GODAVARI,2004,96,31,47,3,17,1106,105,251,23,3023,13,112,473,1451,7741
ANDHRA PRADESH,GUNTAKAL RLY.,2004,8,0,0,1,1,177,0,2,0,7,0,1,2,133,338
ANDHRA PRADESH,GUNTUR,2004,163,46,88,5,36,1479,133,405,58,1714,32,186,437,2763,8544
ANDHRA PRADESH,HYDERABAD CITY,2004,121,56,136,11,71,5735,141,2160,37,4837,29,144,482,1932,18868
ANDHRA PRADESH,KARIMNAGAR,2004,123,85,124,7,25,540,184,444,64,2902,61,370,360,1482,8048
ANDHRA PRADESH,KHAMMAM,2004,108,43,70,6,23,482,122,166,45,1136,18,176,352,2136,5928
ANDHRA PRADESH,KRISHNA,2004,60,33,28,4,13,732,53,162,31,2070,13,182,243,1004,5377
ANDHRA PRADESH,KURNOOL,2004,112,29,46,5,15,328,125,221,48,1271,6,242,357,1874,5372
ANDHRA PRADESH,MAHABOOBNAGAR,2004,183,56,63,15,36,479,171,109,40,902,21,164,522,1078,4545
ANDHRA PRADESH,MEDAK,2004,127,52,49,10,19,505,53,139,55,1888,41,86,449,686,4789
ANDHRA PRADESH,NALGONDA,2004,118,46,72,4,26,401,115,156,69,1368,34,200,528,2234,6009
ANDHRA PRADESH,NELLORE,2004,94,107,72,49,40,873,263,307,62,1919,11,173,516,1623,7047
ANDHRA PRADESH,NIZAMABAD,2004,96,24,56,14,29,360,81,174,40,1856,17,74,247,898,4804
ANDHRA PRADESH,PRAKASHAM,2004,103,19,44,8,22,298,45,116,27,1473,6,130,296,842,3881
ANDHRA PRADESH,RANGA REDDY,2004,73,25,26,0,11,205,42,41,60,883,17,49,125,311,2240
ANDHRA PRADESH,SECUNDERABAD RLY.,2004,8,0,0,0,0,367,2,2,0,10,2,1,0,38,465
ANDHRA PRADESH,SRIKAKULAM,2004,26,15,15,2,3,196,26,79,5,699,14,58,576,754,2821
ANDHRA PRADESH,VIJAYAWADA,2004,46,19,76,4,29,2272,12,531,17,2218,10,132,240,547,7659
ANDHRA PRADESH,VIJAYAWADA RLY.,2004,1,0,0,0,1,288,7,3,0,10,0,6,0,35,359
ANDHRA PRADESH,VISAKHA RURAL,2004,50,18,12,2,6,184,62,64,17,1124,3,54,274,800,2903
ANDHRA PRADESH,VISAKHAPATNAM,2004,27,12,27,1,12,733,3,280,8,374,1,24,183,784,3182
ANDHRA PRADESH,VIZIANAGARAM,2004,42,14,8,4,8,196,15,62,0,403,6,53,186,1145,2464
ANDHRA PRADESH,WARANGAL,2004,111,53,125,9,31,670,304,400,0,1902,43,228,434,2804,7717
ANDHRA PRADESH,WEST GODAVARI,2004,72,81,66,0,13,1247,57,349,40,1798,17,301,437,1728,7370
ARUNACHAL PRADESH,CHANGLANG,2004,8,9,7,7,1,27,6,0,1,22,0,1,0,51,162
ARUNACHAL PRADESH,DIBANG VALLEY,2004,1,3,3,1,3,15,12,3,1,30,0,0,0,18,112
ARUNACHAL PRADESH,K/KUMEY,2004,5,0,1,2,0,2,1,1,0,11,0,0,0,11,39
ARUNACHAL PRADESH,KAMENG EAST,2004,4,0,2,0,0,11,4,2,0,34,0,4,0,20,100
ARUNACHAL PRADESH,KAMENG WEST,2004,3,2,4,1,4,24,1,2,0,23,0,1,0,33,104
ARUNACHAL PRADESH,LOHIT,2004,10,5,7,5,4,23,1,3,1,37,0,8,0,58,180
ARUNACHAL PRADESH,PAPUM PARE,2004,7,4,8,6,7,132,1,9,1,66,0,8,0,126,440
ARUNACHAL PRADESH,SIANG EAST,2004,1,11,14,4,5,41,14,7,4,66,0,11,0,89,292
ARUNACHAL PRADESH,SIANG UPPER,2004,1,1,0,0,0,10,0,0,1,5,0,2,0,17,51
ARUNACHAL PRADESH,SIANG WEST,2004,3,6,10,3,6,44,21,5,8,54,0,8,0,123,329
ARUNACHAL PRADESH,SUBANSIRI LOWER,2004,8,0,1,0,5,7,1,2,0,13,0,1,0,43,95
ARUNACHAL PRADESH,SUBANSIRI UPPER,2004,10,0,4,0,8,18,1,0,2,36,0,3,0,38,138
ARUNACHAL PRADESH,TAWANG,2004,0,0,0,0,0,11,2,0,0,16,0,13,0,24,75
ARUNACHAL PRADESH,TIRAP,2004,3,1,4,1,2,21,0,0,0,14,0,1,0,59,122
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2004,3,0,0,0,0,2,0,0,0,2,0,0,0,7,17
ASSAM,BARPETA,2004,48,50,74,21,28,238,241,42,12,185,8,25,40,313,1543
ASSAM,BONGAIGAON,2004,36,41,52,10,10,136,91,17,3,229,3,12,109,302,1142
ASSAM,C.I.D.,2004,0,0,0,0,0,0,0,5,0,0,0,0,0,17,22
ASSAM,CACHAR,2004,46,46,112,21,15,411,388,66,42,196,4,114,306,1149,3518
ASSAM,DARRANG,2004,69,55,59,33,31,262,93,21,29,364,7,55,66,305,1653
ASSAM,DHEMAJI,2004,17,53,53,2,5,125,24,24,8,211,0,33,31,123,838
ASSAM,DHUBRI,2004,53,79,75,21,11,136,546,43,23,324,9,110,206,179,2160
ASSAM,DIBRUGARH,2004,125,58,88,7,14,350,62,24,22,478,4,50,191,380,2074
ASSAM,G.R.P.,2004,17,2,3,10,10,166,7,4,0,3,0,2,0,87,330
ASSAM,GOALPARA,2004,35,50,53,16,9,100,21,30,12,133,3,8,65,326,1053
ASSAM,GOLAGHAT,2004,71,62,91,14,34,310,4,27,23,323,0,31,72,231,1514
ASSAM,GUWAHATI CITY,2004,21,88,295,20,78,867,504,158,13,576,3,45,113,1545,5074
ASSAM,HAILAKANDI,2004,25,18,32,5,2,47,108,9,23,85,2,4,20,306,798
ASSAM,JORHAT,2004,38,32,34,2,12,150,53,13,12,118,0,32,51,283,953
ASSAM,KAMRUP,2004,15,59,193,20,54,298,417,72,8,321,3,26,54,703,2559
ASSAM,KARBI ANGLONG,2004,57,14,20,15,20,102,40,1,8,38,0,8,29,204,593
ASSAM,KARIMGANJ,2004,40,32,36,5,3,101,201,19,12,44,8,4,34,394,1097
ASSAM,KOKRAJHAR,2004,63,33,31,7,13,104,52,21,15,127,2,41,91,129,859
ASSAM,LAKHIMPUR,2004,31,56,97,10,13,291,81,40,17,348,1,46,81,207,1478
ASSAM,MORIGAON,2004,19,36,43,1,6,81,74,22,4,92,2,12,44,297,792
ASSAM,N.C.HILLS,2004,7,1,9,2,6,42,3,5,2,42,0,3,15,37,229
ASSAM,NAGAON,2004,79,91,139,61,32,433,346,54,31,595,6,69,238,756,3477
ASSAM,NALBARI,2004,37,29,61,8,19,129,10,20,15,290,3,48,43,280,1133
ASSAM,R.P.O.,2004,6,5,0,7,1,21,20,0,0,2,0,2,0,35,110
ASSAM,SIBSAGAR,2004,55,49,81,2,9,238,62,44,18,149,0,12,55,536,1514
ASSAM,SONITPUR,2004,87,87,108,23,33,392,156,54,8,462,5,60,175,576,2639
ASSAM,TINSUKIA,2004,117,45,67,17,37,336,11,30,19,176,1,31,110,340,1523
BIHAR,ARARIA,2004,66,34,84,34,60,186,325,66,28,161,11,13,23,742,2035
BIHAR,ARWAL,2004,36,2,9,9,23,54,31,6,0,40,16,0,28,209,487
BIHAR,AURANGABAD,2004,77,18,31,41,46,214,235,23,0,0,40,0,0,1580,2418
BIHAR,BAGAHA,2004,49,23,88,7,15,66,153,32,10,301,5,12,13,65,977
BIHAR,BANKA,2004,71,44,40,44,26,99,175,19,11,9,25,5,39,659,1378
BIHAR,BEGUSARAI,2004,107,23,123,19,83,323,204,56,12,173,15,5,83,1554,3110
BIHAR,BETTIAH,2004,108,128,226,23,52,301,682,287,18,2642,29,9,30,229,5235
BIHAR,BHABHUA,2004,59,20,47,15,26,146,165,55,35,201,28,8,52,415,1432
BIHAR,BHAGALPUR,2004,133,63,95,32,54,393,239,106,20,50,12,13,69,1545,3362
BIHAR,BHOJPUR,2004,108,9,30,43,57,285,232,20,48,90,34,42,81,2296,3795
BIHAR,BUXAR,2004,70,13,51,41,36,235,223,60,20,401,21,13,161,700,2304
BIHAR,DARBHANGA,2004,55,59,60,28,53,138,420,75,16,2,33,0,64,1848,3083
BIHAR,GAYA,2004,163,19,70,104,168,461,391,27,36,540,36,42,108,966,3536
BIHAR,GOPALGANJ,2004,77,39,78,23,67,163,185,75,8,5,38,5,6,1533,2724
BIHAR,JAMALPUR RLY.,2004,10,0,1,25,4,171,5,4,0,3,3,1,0,85,328
BIHAR,JAMUI,2004,79,31,71,31,26,77,152,47,13,313,11,29,24,320,1388
BIHAR,JEHANABAD,2004,68,6,38,32,34,130,98,35,12,290,6,19,30,487,1430
BIHAR,KATIHAR,2004,71,79,71,26,27,159,171,38,19,175,19,9,66,804,1899
BIHAR,KATIHAR RLY.,2004,10,2,5,10,20,224,7,14,0,0,0,1,2,139,445
BIHAR,KHAGARIA,2004,50,18,43,23,36,117,199,10,17,160,9,10,70,630,1554
BIHAR,KISHANGANJ,2004,26,32,80,11,12,122,110,36,2,43,4,25,27,416,1052
BIHAR,LAKHISARAI,2004,63,13,50,9,38,62,90,15,3,31,10,4,44,334,914
BIHAR,MADHEPURA,2004,58,11,23,18,41,58,143,18,4,4,7,4,10,705,1175
BIHAR,MADHUBANI,2004,60,61,69,57,43,224,338,27,2,612,34,121,14,788,2721
BIHAR,MOTIHARI,2004,120,29,129,22,79,378,365,135,26,532,45,15,81,1992,4331
BIHAR,MUNGER,2004,64,11,43,8,29,163,230,30,9,120,20,12,30,771,1672
BIHAR,MUZAFFARPUR,2004,180,166,300,52,146,779,819,286,46,318,72,11,164,2886,6810
BIHAR,MUZAFFARPUR RLY.,2004,20,2,10,8,18,395,18,34,0,73,0,1,1,93,685
BIHAR,NALANDA,2004,220,43,144,30,65,388,191,78,32,605,68,43,129,1001,3403
BIHAR,NAUGACHIA,2004,50,7,27,13,36,66,118,6,2,6,8,1,50,602,1059
BIHAR,NAWADAH,2004,78,37,67,28,40,79,245,33,13,145,16,5,121,671,1772
BIHAR,PATNA,2004,542,46,270,123,751,1568,562,319,52,385,44,28,280,4483,10632
BIHAR,PATNA RLY.,2004,21,2,5,29,30,744,13,23,0,0,1,13,0,212,1135
BIHAR,PURNEA,2004,128,62,76,72,144,242,202,8,13,9,11,3,61,1082,2275
BIHAR,ROHTAS,2004,130,12,44,17,53,265,204,28,0,72,35,38,96,1431,2854
BIHAR,SAHARSA,2004,48,21,47,13,45,122,221,29,6,416,11,39,25,332,1554
BIHAR,SAMASTIPUR,2004,118,28,123,17,58,292,274,47,57,284,44,9,43,1380,3159
BIHAR,SARAN,2004,160,17,159,47,112,258,330,126,31,849,38,12,48,2152,4851
BIHAR,SHEIKHPURA,2004,44,3,20,7,8,53,92,31,9,0,6,14,0,432,794
BIHAR,SHEOHAR,2004,9,13,8,7,13,19,44,8,6,49,5,9,7,129,389
BIHAR,SITAMARHI,2004,80,70,112,16,34,230,206,47,19,129,21,9,37,1436,2734
BIHAR,SIWAN,2004,125,7,104,54,146,165,223,42,21,487,33,6,85,546,2294
BIHAR,SUPAUL,2004,38,25,25,42,60,114,249,31,6,144,7,20,8,952,1843
BIHAR,VAISHALI,2004,99,42,217,9,72,385,214,272,25,362,98,26,95,2546,5032
CHHATTISGARH,BALRAMPUR,2004,33,27,6,15,17,28,20,8,7,25,0,32,23,156,489
CHHATTISGARH,BILASPUR,2004,83,61,21,2,36,704,164,47,34,288,9,179,166,2769,5327
CHHATTISGARH,BIZAPUR,2004,24,3,1,11,3,9,9,2,14,23,1,10,9,71,260
CHHATTISGARH,DANTEWARA,2004,70,11,8,4,0,70,13,5,5,72,1,8,39,296,702
CHHATTISGARH,DHAMTARI,2004,18,37,5,0,3,76,13,9,4,103,0,64,66,723,1270
CHHATTISGARH,DURG,2004,55,124,41,2,50,813,53,73,31,563,10,253,241,3412,6518
CHHATTISGARH,GRP RAIPUR,2004,2,2,2,0,5,223,3,4,0,14,0,2,1,77,351
CHHATTISGARH,JAGDALPUR,2004,63,82,20,10,16,178,44,18,7,138,0,69,96,1206,2197
CHHATTISGARH,JANJGIR,2004,55,30,8,3,26,268,74,27,14,282,7,104,100,1045,2398
CHHATTISGARH,JASHPUR,2004,46,56,4,4,19,70,17,14,5,97,1,60,47,289,835
CHHATTISGARH,KABIRDHAM,2004,13,22,7,0,1,115,18,7,6,350,5,70,37,350,1114
CHHATTISGARH,KANKER,2004,48,22,12,23,14,69,32,5,7,56,0,43,43,476,966
CHHATTISGARH,KORBA,2004,46,34,6,0,13,308,35,15,7,342,5,49,123,969,2210
CHHATTISGARH,KORIYA,2004,33,50,4,2,16,137,20,20,11,191,2,109,66,607,1486
CHHATTISGARH,MAHASAMUND,2004,22,35,3,1,10,164,21,20,8,236,6,54,83,661,1489
CHHATTISGARH,NARAYANPUR,2004,21,1,1,12,0,18,2,3,6,22,0,2,6,35,165
CHHATTISGARH,RAIGARH,2004,55,45,17,1,36,321,49,25,9,240,7,78,90,785,2035
CHHATTISGARH,RAIPUR,2004,84,143,31,6,42,927,77,71,24,492,10,253,384,3614,6970
CHHATTISGARH,RAJNANDGAON,2004,45,61,4,2,12,210,15,24,14,115,5,74,97,1437,2380
CHHATTISGARH,SARGUJA,2004,111,123,13,8,44,306,111,27,29,250,2,148,0,1165,2765
GOA,NORTH GOA,2004,23,13,3,4,11,298,18,36,5,98,2,16,121,390,1227
GOA,SOUTH GOA,2004,17,24,10,1,7,205,15,25,2,72,0,7,95,256,900
GUJARAT,AHMEDABAD COMMR.,2004,92,40,215,33,271,5711,162,333,10,1594,10,63,165,6782,17553
GUJARAT,AHMEDABAD RURAL,2004,26,12,32,9,28,252,36,13,11,341,1,22,220,1603,2813
GUJARAT,AHWA-DANG,2004,4,2,0,0,1,5,4,2,1,27,0,3,17,48,124
GUJARAT,AMRELI,2004,28,5,26,4,11,158,38,29,18,362,1,26,81,1174,2240
GUJARAT,ANAND,2004,21,12,41,13,16,361,23,20,16,413,0,24,184,1710,3216
GUJARAT,BHARUCH,2004,38,14,21,4,14,370,42,17,29,384,0,27,165,1306,2747
GUJARAT,BHAVNAGAR,2004,53,22,71,20,87,718,141,112,32,113,0,41,6,3261,5341
GUJARAT,DAHOD,2004,44,9,28,38,56,144,45,1,21,357,0,26,0,828,1759
GUJARAT,GANDHINAGAR,2004,25,8,15,2,31,416,32,50,7,282,2,16,176,1438,2756
GUJARAT,HIMATNAGAR,2004,35,10,47,15,25,194,56,57,19,383,0,61,217,2395,4053
GUJARAT,JAMNAGAR,2004,42,8,32,4,24,372,41,30,14,447,0,26,3,2343,3794
GUJARAT,JUNAGADH,2004,40,9,57,12,44,476,88,63,26,525,13,49,203,2420,4764
GUJARAT,KHEDA NORTH,2004,53,8,24,9,23,394,45,58,10,374,0,27,196,2092,3643
GUJARAT,KUTCH,2004,28,13,37,11,31,360,48,64,11,407,1,26,234,1798,3638
GUJARAT,MEHSANA,2004,40,4,54,16,47,621,99,103,9,1058,2,25,154,1841,4549
GUJARAT,NARMADA,2004,15,6,8,0,6,29,10,6,6,108,0,2,48,305,590
GUJARAT,NAVSARI,2004,26,5,7,3,8,147,9,14,3,113,1,5,0,725,1199
GUJARAT,PALANPUR,2004,38,21,37,12,26,328,78,46,16,1082,0,33,180,1262,3544
GUJARAT,PANCHMAHAL,2004,51,7,28,32,22,368,34,10,33,323,0,33,0,1053,2306
GUJARAT,PATAN,2004,19,6,29,0,9,233,44,43,3,350,0,19,76,1128,2186
GUJARAT,PORBANDAR,2004,11,1,7,0,7,74,13,25,6,137,0,5,37,542,1008
GUJARAT,RAJKOT COMMR.,2004,37,9,39,6,24,1216,72,69,8,341,4,10,93,1832,4339
GUJARAT,RAJKOT RURAL,2004,36,17,41,10,24,326,66,15,15,526,3,47,255,2184,4178
GUJARAT,SURAT COMMR.,2004,74,24,72,31,61,1543,62,140,9,467,17,21,383,732,4131
GUJARAT,SURAT RURAL,2004,47,14,13,23,24,154,18,26,3,248,3,11,398,1486,2614
GUJARAT,SURENDRANAGAR,2004,28,13,27,8,13,266,46,16,11,446,0,35,148,1472,2850
GUJARAT,VADODARA COMMR.,2004,28,6,44,14,40,1414,164,268,16,305,0,10,125,2357,5551
GUJARAT,VADODARA RURAL,2004,85,22,56,12,20,296,38,18,13,496,0,43,194,1573,3142
GUJARAT,VALSAD,2004,36,9,22,13,34,346,35,45,10,230,0,12,0,1449,2565
GUJARAT,W.RLY,2004,13,3,3,6,109,1259,10,33,2,23,0,9,0,758,2276
HARYANA,AMBALA,2004,28,10,22,3,7,243,1,73,6,242,11,25,4,1018,2225
HARYANA,BHIWANI,2004,51,28,19,4,14,301,116,75,19,241,28,19,4,918,2181
HARYANA,FARIDABAD,2004,67,42,66,4,23,815,156,30,4,346,28,45,15,2821,5585
HARYANA,FATEHABAD,2004,29,9,17,0,2,111,18,80,2,172,6,17,5,493,1104
HARYANA,GRP,2004,27,2,3,0,3,180,3,1,0,15,7,3,18,551,931
HARYANA,GURGAON,2004,66,36,55,16,33,1045,67,42,7,226,21,21,11,1897,4077
HARYANA,HISSAR,2004,49,16,43,2,20,430,33,130,2,277,12,18,0,1030,2464
HARYANA,JHAJJAR,2004,42,11,11,0,13,160,50,40,3,137,14,17,128,436,1336
HARYANA,JIND,2004,28,7,9,1,3,147,49,38,2,111,14,2,0,431,1008
HARYANA,KAITHAL,2004,25,18,13,0,9,200,0,15,8,166,9,13,3,434,1226
HARYANA,KARNAL,2004,40,31,15,4,19,386,34,104,4,660,15,23,239,322,2352
HARYANA,KURUKSHETRA,2004,26,21,11,1,13,411,0,160,5,190,15,28,0,786,2050
HARYANA,MAHENDRAGARH,2004,16,20,13,0,4,111,52,11,5,175,8,18,2,664,1233
HARYANA,PANCHKULA,2004,7,6,6,0,2,207,1,70,0,20,4,53,0,638,1169
HARYANA,PANIPAT,2004,37,38,19,6,13,433,27,19,1,142,4,14,207,482,1817
HARYANA,REWARI,2004,17,16,24,2,10,223,35,16,4,142,8,24,4,846,1558
HARYANA,ROHTAK,2004,65,29,19,2,14,367,35,66,5,137,15,14,146,606,1867
